,Rural_Urban,Area,School_Name,Medium,School_Status,Category_Code,Category_Name,School_Type_Code,School_Type_Name
5284,Urban,SHANTINAGAR,RASHMI PRIMARY SCHOOL,0,Operational,2,Primary with Upper Primary,3,Co-Education
5285,Urban,SHANTINAGAR,AGRASEN PRIMARY SCHOOL,0,Operational,1,Primary,3,Co-Education
5286,Urban,SHANTINAGAR,AGRASEN SECONDARY SCHOOL,0,Operational,6,Pr. Up Pr. and Secondary Only,3,Co-Education
5287,Urban,VIMAN NAGAR,SUBHEDAR RAMJI MALOJI AMBEDKAR VIDYALAYA,4,Operational,7,Upper Pr. and Secondary,3,Co-Education
5288,Urban,VIMAN NAGAR,SANT GOROBA BAL VIDYANIKETAN,4,Operational,1,Primary,3,Co-Education
5289,Urban,VIMAN NAGAR,ANAND VIDYANIKETAN HIGH SCHOOL,4,Operational,6,Pr. Up Pr. and Secondary Only,3,Co-Education
5290,Urban,VIMAN NAGAR,SHREE SOMNATH PRATHAMIK VIDYALAYA,4,Operational,2,Primary with Upper Primary,3,Co-Education
5291,Urban,VIMAN NAGAR,INTERVIDA UTAKARSHA SHIKSHAN KENDRA PRIMARY,4,Operational,2,Primary with Upper Primary,3,Co-Education
5292,Urban,VIMAN NAGAR,ROSARY PRIMARY SCHOOL,0,Operational,2,Primary with Upper Primary,3,Co-Education
5293,Urban,VIMAN NAGAR,ROSARY HIGHS CHOOL,0,Operational,7,Upper Pr. and Secondary,3,Co-Education
5294,Urban,VIMAN NAGAR,ST. FRANSIS DE SALES SCHOOL,0,Operational,1,Primary,3,Co-Education
5295,Urban,VIMAN NAGAR,ST. FRANSIS DE SALES HIGH SCHOOL,0,Operational,7,Upper Pr. and Secondary,3,Co-Education
5296,Urban,VIMAN NAGAR,HIND ENGLISH MEDIUM SCHOOL GURUKOOL,0,Operational,2,Primary with Upper Primary,3,Co-Education
5297,Urban,VIMAN NAGAR,SYMBIOSIS INTERNATIONAL SCHOOL,0,Operational,3,Pr. with Up.Pr. sec. and H.Sec.,3,Co-Education
5298,Urban,VIMAN NAGAR,SHREE SOMNATH MADHYAMIK VIDYALAYA,4,Operational,7,Upper Pr. and Secondary,3,Co-Education
5299,Urban,VIMAN NAGAR,WISITEK ACADAMY SCHOOL,0,Operational,2,Primary with Upper Primary,3,Co-Education
5300,Urban,VIMAN NAGAR,INTERVIDA UTAKARSHA SHIKSHAN KENDRA SECONDARY,4,Operational,7,Upper Pr. and Secondary,3,Co-Education
5301,Urban,VISHRANT WADI,PMC SCHOOL VINI 17,4,Operational,2,Primary with Upper Primary,3,Co-Education
5302,Urban,VISHRANT WADI,PMC SCHOOL NO. 118 B,4,Operational,2,Primary with Upper Primary,3,Co-Education
5303,Urban,VISHRANT WADI,PMC SCHOOL NO. 84 G,4,Operational,2,Primary with Upper Primary,3,Co-Education
5304,Urban,VISHRANT WADI,PMC SCHOOL NO. 170 B,4,Operational,2,Primary with Upper Primary,3,Co-Education
5305,Urban,VISHRANT WADI,PMC SCHOOL NO. 93 G,4,Operational,2,Primary with Upper Primary,3,Co-Education
5306,Urban,VISHRANT WADI,JANTA PRIMARY SCHOOL,4,Operational,2,Primary with Upper Primary,3,Co-Education
5307,Urban,VISHRANT WADI,JANTA HIGH SCHOOL,4,Operational,7,Upper Pr. and Secondary,3,Co-Education
5308,Urban,VISHRANT WADI,C R RANGANATHAN KARNBADHIR PRIMARY SCHOOL,4,Operational,2,Primary with Upper Primary,3,Co-Education
5309,Urban,VISHRANT WADI,C R RANGNATHAN KARNBADHIR HIGH SCHOOL,4,Operational,8,Secondary Only,3,Co-Education
5310,Urban,VISHRANT WADI,THE TRINITI ENGLISH MEDIUM SCHOOL,0,Operational,7,Upper Pr. and Secondary,3,Co-Education
5311,Urban,VISHRANT WADI,MGM ENGLISH MEDIUM SCHOOL,0,Operational,2,Primary with Upper Primary,3,Co-Education
5312,Urban,VISHRANT WADI,R. & D. E. PRIMARY SCHOOL,0,Operational,2,Primary with Upper Primary,3,Co-Education
5313,Urban,VISHRANT WADI,THE TRINITY ENG MED,0,Operational,2,Primary with Upper Primary,3,Co-Education
5314,Urban,VISHRANT WADI,R. & D. E. SECONDARY SCHOOL,0,Operational,7,Upper Pr. and Secondary,3,Co-Education
5315,Urban,VISHRANT WADI,M.G.M. ENG SCHOOL,0,Operational,7,Upper Pr. and Secondary,3,Co-Education
5316,Urban,VISHRANT WADI,ST. FRANSIS ENG MED,0,Operational,2,Primary with Upper Primary,3,Co-Education
5317,Urban,VISHRANT WADI,SHIV SAI ENG PRIMARY,0,Operational,2,Primary with Upper Primary,3,Co-Education
5318,Urban,VISHRANT WADI,SHIV SAI SECONDARY ENG,0,Operational,7,Upper Pr. and Secondary,3,Co-Education
5319,Urban,VISHRANT WADI,ST. FRANCIS HISCHOOL ENG,0,Operational,7,Upper Pr. and Secondary,3,Co-Education
5320,Urban,VISHRANT WADI,C R RANGNATHAN KARNBADHIR JUNIOR COLLEGE,4,Operational,11,Higher Secondary only/Jr. College,3,Co-Education
5322,Urban,W. S. AADARSHNAGAR,PMC SCHOOL NO. 49 B,4,Operational,2,Primary with Upper Primary,3,Co-Education
5323,Urban,W. S. AADARSHNAGAR,PMC SCHOOL NO. 59 G ENGLISH,0,Operational,2,Primary with Upper Primary,3,Co-Education
5324,Urban,W. S. AADARSHNAGAR,LADY  T. INAMDAR MARATHI PRA,4,Operational,2,Primary with Upper Primary,3,Co-Education
5325,Urban,W. S. AADARSHNAGAR,INAMDAR URDU SEC,6,Operational,7,Upper Pr. and Secondary,3,Co-Education
5326,Urban,W. S. AADARSHNAGAR,LADY T INAMDAR URDU PRIMARY,6,Operational,2,Primary with Upper Primary,3,Co-Education
5327,Urban,W. S. AADARSHNAGAR,LADY  T. INAMDAR MARATHI SEC,4,Operational,7,Upper Pr. and Secondary,3,Co-Education
5328,Urban,W. S. AADARSHNAGAR,ANJALI ENGLISH SCHOOL,0,Operational,2,Primary with Upper Primary,3,Co-Education
5329,Urban,W. S. AADARSHNAGAR,ANJALI HIGH SCHOOL,0,Operational,7,Upper Pr. and Secondary,3,Co-Education
5330,Urban,W. S. AADARSHNAGAR,VIDYANKUR SCHOOL,0,Operational,2,Primary with Upper Primary,3,Co-Education
5331,Urban,W. S. AADARSHNAGAR,NATIONAL CHILDREN ACADAMY PRA.,0,Operational,2,Primary with Upper Primary,3,Co-Education
5332,Urban,W. S. AADARSHNAGAR,INDIAN EDUCATION SCHOOL PRA.,0,Operational,2,Primary with Upper Primary,3,Co-Education
5333,Urban,W. S. AADARSHNAGAR,ST ARNOLD CENTRAL SCH,0,Operational,6,Pr. Up Pr. and Secondary Only,3,Co-Education
5334,Urban,W. S. AADARSHNAGAR,NATIONAL CHILDREN ACADEMY SEC,0,Operational,7,Upper Pr. and Secondary,3,Co-Education
5335,Urban,W. S. AADARSHNAGAR,VIDYANKUR SECONDARY,0,Operational,7,Upper Pr. and Secondary,3,Co-Education
5336,Urban,W. S. AADARSHNAGAR,INDIAN EDUCATION SOC. SCHOOL,0,Operational,7,Upper Pr. and Secondary,3,Co-Education
5337,Urban,W. S. AADARSHNAGAR,INAMDAR ENGLISH MED. SCHOOL,0,Operational,2,Primary with Upper Primary,3,Co-Education
5338,Urban,W. S. SAINATHNAGAR,PMC SCHOOL NO. 202 B,4,Operational,2,Primary with Upper Primary,3,Co-Education
5339,Urban,W. S. SAINATHNAGAR,PMC SCHOOL NO. 99 G,4,Operational,2,Primary with Upper Primary,3,Co-Education
5340,Urban,W. S. SAINATHNAGAR,PMC SCHOOL NO. 99 G ENGLISH,0,Operational,2,Primary with Upper Primary,3,Co-Education
5341,Urban,W. S. SAINATHNAGAR,SUNDARBAI MARATHE MADHYAMIK VIDYALAYA,4,Operational,6,Pr. Up Pr. and Secondary Only,3,Co-Education
5342,Urban,W. S. SAINATHNAGAR,VIKAS PRATHAMIK VIDYALAYA,4,Operational,2,Primary with Upper Primary,3,Co-Education
5343,Urban,W. S. SAINATHNAGAR,SARATHI PRATHMIK VIDYALAYA,4,Operational,2,Primary with Upper Primary,3,Co-Education
5344,Urban,W. S. SAINATHNAGAR,SARATHI MADHYAMIK VIDYALAYA,4,Operational,7,Upper Pr. and Secondary,3,Co-Education
5345,Urban,W. S. SAINATHNAGAR,SUNDARBAI MARATHE PRATHMIK VIDYALAYA,4,Operational,1,Primary,3,Co-Education
5346,Urban,W. S. SAINATHNAGAR,SHIVRAJ  PRATHAMIK VIDYALAYA,4,Operational,2,Primary with Upper Primary,3,Co-Education
5347,Urban,W. S. SAINATHNAGAR,SHIVRAJ MADHYAMIK VIDYALAYA,4,Operational,7,Upper Pr. and Secondary,3,Co-Education
5348,Urban,W. S. SAINATHNAGAR,TUKANUSAYA PRIMARY SCHOOL,0,Operational,2,Primary with Upper Primary,3,Co-Education
5349,Urban,W. S. SAINATHNAGAR,LITTLE FLOWER PRIMARY SCHOOL,0,Operational,2,Primary with Upper Primary,3,Co-Education
5350,Urban,W. S. SAINATHNAGAR,SUNRISE PRIMARY SCHOOL,0,Operational,2,Primary with Upper Primary,3,Co-Education
5351,Urban,W. S. SAINATHNAGAR,PHOENIX ENGLISH PRIMARY SCHOOL,0,Operational,2,Primary with Upper Primary,3,Co-Education
5352,Urban,W. S. SAINATHNAGAR,GURU GORAKNATH HINDI VIDYALAYA,2,Operational,2,Primary with Upper Primary,3,Co-Education
5353,Urban,W. S. SAINATHNAGAR,STELLA MARIS SCHOOL,0,Operational,2,Primary with Upper Primary,3,Co-Education
5354,Urban,W. S. SAINATHNAGAR,MADAR TERESA ENG SCHOOL,0,Operational,2,Primary with Upper Primary,3,Co-Education
5355,Urban,W. S. SAINATHNAGAR,STELLA MARIS HIGH SCHOOL,0,Operational,7,Upper Pr. and Secondary,3,Co-Education
5356,Urban,W. S. SAINATHNAGAR,MOTHER THERESA HIGH SCHOOL,0,Operational,5,Up. Pr. Secondary and Higher Sec,3,Co-Education
5357,Urban,W. S. SAINATHNAGAR,TUKANUSAYA SECONDARY SCHOOL,0,Operational,4,Upper Primary only,3,Co-Education
5358,Urban,W. S. SAINATHNAGAR,LITTLE FLOWER SECONDARY SCHOOL,0,Operational,8,Secondary Only,3,Co-Education
5359,Urban,W. S. SAINATHNAGAR,PHOENIX ENGLISH SECONDARY SCHOOL,0,Operational,8,Secondary Only,3,Co-Education
5360,Urban,W. S. SAINATHNAGAR,SUNRISE SECONDARY SCHOOL,0,Operational,8,Secondary Only,3,Co-Education
5361,Urban,TADIWALA ROAD,SAJNABAI BHANDARI VIDYALAYA,4,Operational,6,Pr. Up Pr. and Secondary Only,3,Co-Education
5362,Urban,TADIWALA ROAD,SHREE SAMARTH SHRIPATI BABA JANTA VIDYALAYA,4,Operational,2,Primary with Upper Primary,3,Co-Education
5363,Urban,TADIWALA ROAD,SSPMS PRIMARY DAY SCHOOL,0,Operational,1,Primary,3,Co-Education
5364,Urban,TADIWALA ROAD,SHRI. SHIVAJI PREPARATORY MILITARY DAY SCHOOL & JR. COLLEGE,0,Operational,3,Pr. with Up.Pr. sec. and H.Sec.,3,Co-Education
5365,Urban,TADIWALA ROAD,B T SHAHANI PRIMARY SCHOOL,0,Operational,1,Primary,3,Co-Education
5366,Urban,TADIWALA ROAD,B T SHAHANI SECONDARY SCHOOL,0,Operational,2,Primary with Upper Primary,3,Co-Education
5367,Urban,TADIWALA ROAD,NESS WADIA COLLEGE OF COMMERCE,0,Operational,11,Higher Secondary only/Jr. College,3,Co-Education
5368,Urban,TADIWALA ROAD,NOWROSJEE WADIA COLLEGE,0,Operational,11,Higher Secondary only/Jr. College,3,Co-Education
5369,Urban,AAMBEGAON PATHAR,PMC SCHOOL NO. 160 B,4,Operational,2,Primary with Upper Primary,3,Co-Education
5370,Urban,AAMBEGAON PATHAR,PRERANA PRIMARY SCHOOL,4,Operational,2,Primary with Upper Primary,3,Co-Education
5371,Urban,AAMBEGAON PATHAR,CHAKRADHAR VIDYAMANDIR PRIMARY SCHOOL,4,Operational,2,Primary with Upper Primary,3,Co-Education
5372,Urban,AAMBEGAON PATHAR,PRERANA SECONDARY SCHOOL,4,Operational,5,Up. Pr. Secondary and Higher Sec,3,Co-Education
5373,Urban,AAMBEGAON PATHAR,SHIVAJI SECONDARY SCHOOL,4,Operational,7,Upper Pr. and Secondary,3,Co-Education
5374,Urban,AAMBEGAON PATHAR,CHAKRADHAR SWAMI MADHYAMIK VIDYALAYA,4,Operational,5,Up. Pr. Secondary and Higher Sec,3,Co-Education
5375,Urban,AAMBEGAON PATHAR,GAGANGIRI PRIMARY SCHOOL,4,Operational,2,Primary with Upper Primary,3,Co-Education
5376,Urban,AAMBEGAON PATHAR,SARASWATI VIDYALAYA,4,Operational,2,Primary with Upper Primary,3,Co-Education
5377,Urban,AAMBEGAON PATHAR,CHINTAMANI VIDHYA MANDIR,4,Operational,2,Primary with Upper Primary,3,Co-Education
5378,Urban,AAMBEGAON PATHAR,DNYAN PRASARK VIDYA MANDIR,4,Operational,2,Primary with Upper Primary,3,Co-Education
5379,Urban,AAMBEGAON PATHAR,RAJSHREE SHAHU VIDYA MANDIR,4,Operational,2,Primary with Upper Primary,3,Co-Education
5380,Urban,AAMBEGAON PATHAR,CHINTAMANI VIDYMANDIR SECONDARY SCHOOL,4,Operational,7,Upper Pr. and Secondary,3,Co-Education
5381,Urban,AAMBEGAON PATHAR,GANGANGIRI SECONDARY SCHOOL,4,Operational,7,Upper Pr. and Secondary,3,Co-Education
5382,Urban,AAMBEGAON PATHAR,KRUSHNAI SECONDARY SCHOOL,4,Operational,7,Upper Pr. and Secondary,3,Co-Education
5383,Urban,AAMBEGAON PATHAR,SHARDA VIDYAMANDIR,4,Operational,1,Primary,3,Co-Education
5384,Urban,AAMBEGAON PATHAR,PRIED ENGLISH SCHOOL,0,Operational,2,Primary with Upper Primary,3,Co-Education
5385,Urban,AAMBEGAON PATHAR,NEW POONA ENG MED SCH,0,Operational,2,Primary with Upper Primary,3,Co-Education
5386,Urban,AAMBEGAON PATHAR,PRIDE ENG MED SECONDARY SCH,0,Operational,7,Upper Pr. and Secondary,3,Co-Education
5387,Urban,AAMBEGAON PATHAR,NATIONAL ENGLISH MEDIUM SCHOOL,0,Operational,1,Primary,3,Co-Education
5388,Urban,AAMBEGAON PATHAR,DNYAN PRASARAK VIDYA MANDIR MADHYAMIK,4,Operational,10,Secondary with Higher Secondary,3,Co-Education
5389,Urban,AAMBEGAON PATHAR,HAJI ABDUL KADER MEMON ENG MED. SCHOOL,0,Operational,6,Pr. Up Pr. and Secondary Only,3,Co-Education
5390,Urban,AAMBEGAON PATHAR,GAGANGIRI ENGLISH MEDIUM SCHOOL,0,Operational,2,Primary with Upper Primary,3,Co-Education
5391,Urban,AAMBEGAON PATHAR,PUNE CAMBRIDGE PUBLIC SCHOOL,0,Operational,3,Pr. with Up.Pr. sec. and H.Sec.,3,Co-Education
5392,Urban,AAMBEGAON PATHAR,RAJASRSHI SHAHU VIDHYA MANDIR SEC,4,Operational,8,Secondary Only,3,Co-Education
5393,Urban,ANANDNAGAR HINGNE KD,PMC SCHOOL NO. 80 B ENGLISH,0,Operational,2,Primary with Upper Primary,3,Co-Education
5394,Urban,ANANDNAGAR HINGNE KD,PMC KRIDANIKETAN SCHOOL NO. 80 B,4,Operational,2,Primary with Upper Primary,3,Co-Education
5395,Urban,ANANDNAGAR HINGNE KD,PMC SCHOOL NO. 168 B,4,Operational,2,Primary with Upper Primary,1,Boys
5396,Urban,ANANDNAGAR HINGNE KD,PMC SCHOOL NO. 115 B,4,Operational,2,Primary with Upper Primary,2,Girls
5397,Urban,ANANDNAGAR HINGNE KD,PRAGATI VIDYALAYA,4,Operational,2,Primary with Upper Primary,3,Co-Education
5398,Urban,ANANDNAGAR HINGNE KD,T G GOSAVI SEC,4,Operational,6,Pr. Up Pr. and Secondary Only,3,Co-Education
5399,Urban,ANANDNAGAR HINGNE KD,DNYANGANGA HIGH,0,Operational,7,Upper Pr. and Secondary,3,Co-Education
5400,Urban,ANANDNAGAR HINGNE KD,SILVERCREST SCHOOL,0,Operational,2,Primary with Upper Primary,3,Co-Education
5401,Urban,ANANDNAGAR HINGNE KD,SILVERCREST SECONDARY,0,Operational,7,Upper Pr. and Secondary,3,Co-Education
5402,Urban,ANANDNAGAR HINGNE KD,DYANGANGA PRIMARY,0,Operational,2,Primary with Upper Primary,3,Co-Education
5403,Urban,ANANDNAGAR HINGNE KD,NIVASI MATIMAND VIDYALAYA,4,Operational,1,Primary,3,Co-Education
5404,Urban,ANANDNAGAR HINGNE KD,S S AGRAWAL PRI SCHOOL,0,Operational,6,Pr. Up Pr. and Secondary Only,3,Co-Education
5405,Urban,ANANDNAGAR HINGNE KD,ZEAL EDU JR. COLLEGE,0,Operational,11,Higher Secondary only/Jr. College,3,Co-Education
5406,Urban,ANANDNAGAR HINGNE KD,T. G. GOSAVI JR. COLLEGE,4,Operational,11,Higher Secondary only/Jr. College,3,Co-Education
5407,Urban,ANANDNAGAR HINGNE KD,ST. XAVIARS PRIMARY SCHOOL,0,Operational,1,Primary,3,Co-Education
5408,Urban,BALAJINAGAR,DYANESH PRATHAMIK,4,Operational,2,Primary with Upper Primary,3,Co-Education
5409,Urban,BALAJINAGAR,VYANKATESH PRASHALA,4,Operational,2,Primary with Upper Primary,3,Co-Education
5410,Urban,BALAJINAGAR,VYANKATESH MADHYAMIK VID,4,Operational,7,Upper Pr. and Secondary,3,Co-Education
5411,Urban,BALAJINAGAR,DNYANESH MADHYAMIK VIDY,4,Operational,7,Upper Pr. and Secondary,3,Co-Education
5412,Urban,BALAJINAGAR,REGENT SCHOOL,0,Operational,6,Pr. Up Pr. and Secondary Only,3,Co-Education
5414,Urban,BALAJINAGAR,ABHINAV LOTUS ENG SCHOOL,0,Operational,1,Primary,3,Co-Education
5415,Urban,BALAJINAGAR,ANKUR ENGLISH MEDUIM SCHOOL,0,Operational,1,Primary,3,Co-Education
5416,Urban,DATTAWADI,PMC SCHOOL NO. 80 B,4,Operational,2,Primary with Upper Primary,3,Co-Education
5418,Urban,DATTAWADI,SENADATTA MANDAL PRA. MANDIR,4,Operational,1,Primary,3,Co-Education
5419,Urban,DATTAWADI,VASANT VIADYA PRIMARY,4,Operational,2,Primary with Upper Primary,3,Co-Education
5420,Urban,DATTAWADI,VASANTRAO VAIDYA SECONDR,4,Operational,7,Upper Pr. and Secondary,3,Co-Education
5421,Urban,DATTAWADI,SHARDA PRA. VID. ENG MED,0,Operational,1,Primary,3,Co-Education
5422,Urban,DATTAWADI,SHARDA MAD VID ENG MED,0,Operational,6,Pr. Up Pr. and Secondary Only,3,Co-Education
5423,Urban,DATTAWADI,PMC VEER KHASHABA JADHAV MADHYAMIK KRIDANIKETAN,4,Operational,8,Secondary Only,3,Co-Education
5424,Urban,JANTA VASAHAT,PMC SCHOOL NO. 124 B,4,Operational,2,Primary with Upper Primary,1,Boys
5425,Urban,JANTA VASAHAT,PMC SCHOOL NO. 5 G,4,Operational,2,Primary with Upper Primary,2,Girls
5426,Urban,JANTA VASAHAT,SANE GURUJI PRIMARY,4,Operational,1,Primary,3,Co-Education
5427,Urban,JANTA VASAHAT,RAOSAHEB PATHWARDHAN VID,4,Operational,3,Pr. with Up.Pr. sec. and H.Sec.,3,Co-Education
5428,Urban,JANTA VASAHAT,SHARDAMATH VIVEKANAND PRI,4,Operational,1,Primary,3,Co-Education
5429,Urban,KATRAJ,PMC SCHOOL NO. 94 G,4,Operational,2,Primary with Upper Primary,3,Co-Education
5430,Urban,KATRAJ,PMC SCHOOL NO. 172 B,4,Operational,2,Primary with Upper Primary,1,Boys
5431,Urban,KATRAJ,PMC'S MADHYAMIK VIDYALAY,4,Operational,7,Upper Pr. and Secondary,3,Co-Education
5432,Urban,KATRAJ,PMC SCHOOL NO. 11 B URDU,6,Operational,2,Primary with Upper Primary,3,Co-Education
5433,Urban,KATRAJ,HIRAMAN BANKAR VID,4,Operational,2,Primary with Upper Primary,3,Co-Education
5434,Urban,KATRAJ,BAL SHISHU MANDIR,4,Operational,2,Primary with Upper Primary,3,Co-Education
5435,Urban,KATRAJ,RAMRAJYA SECONDARY,4,Operational,6,Pr. Up Pr. and Secondary Only,3,Co-Education
5436,Urban,KATRAJ,HIRAMAN BANKAR SECONDARY,4,Operational,7,Upper Pr. and Secondary,3,Co-Education
5437,Urban,KATRAJ,SRI RAMRAJYA SECONDARY,4,Operational,6,Pr. Up Pr. and Secondary Only,3,Co-Education
5438,Urban,KATRAJ,RAMRAJYA PRIMARY,4,Operational,2,Primary with Upper Primary,3,Co-Education
5439,Urban,KATRAJ,SAMARTH VIDYAMANDIR,4,Operational,2,Primary with Upper Primary,3,Co-Education
5440,Urban,KATRAJ,VISHKARMA PRATHAMIK MAR,4,Operational,2,Primary with Upper Primary,3,Co-Education
5441,Urban,KATRAJ,PRIYADARSHANI PRATHAMIK,4,Operational,2,Primary with Upper Primary,3,Co-Education
5442,Urban,KATRAJ,VISHWAKARMA MADHYAMIK MARATHI,4,Operational,7,Upper Pr. and Secondary,3,Co-Education
5443,Urban,KATRAJ,PRIYADARSHINI SEC,4,Operational,7,Upper Pr. and Secondary,3,Co-Education
5444,Urban,KATRAJ,HUJURPAGA PRIMARY,4,Operational,2,Primary with Upper Primary,2,Girls
5445,Urban,KATRAJ,RAMBHAU MHALGI PRIMARY,4,Operational,2,Primary with Upper Primary,3,Co-Education
5446,Urban,KATRAJ,RAMBHAU MHALGI SECONDARY,4,Operational,7,Upper Pr. and Secondary,3,Co-Education
5447,Urban,KATRAJ,HUJURPAGA SEC,4,Operational,5,Up. Pr. Secondary and Higher Sec,2,Girls
5448,Urban,KATRAJ,SWAMI VIVEKANAND MDY VIDYA,4,Operational,7,Upper Pr. and Secondary,3,Co-Education
5449,Urban,KATRAJ,ROSELAND SCHOOL,0,Operational,2,Primary with Upper Primary,3,Co-Education
5450,Urban,KATRAJ,MUNOT PRIMARY,4,Operational,2,Primary with Upper Primary,3,Co-Education
5451,Urban,KATRAJ,RADHAKRUSHNA SECONDARY,4,Operational,7,Upper Pr. and Secondary,3,Co-Education
5452,Urban,KATRAJ,RADHA KRISHNA PRIMARY,4,Operational,2,Primary with Upper Primary,3,Co-Education
5453,Urban,KATRAJ,MUNOT SECONDARY,4,Operational,7,Upper Pr. and Secondary,3,Co-Education
5454,Urban,KATRAJ,ROSELAND SECONDARY,0,Operational,7,Upper Pr. and Secondary,3,Co-Education
5455,Urban,KATRAJ,GOODWILL ENGLISH SCH,0,Operational,2,Primary with Upper Primary,3,Co-Education
5456,Urban,KATRAJ,J D ENG MED PRI,0,Operational,2,Primary with Upper Primary,3,Co-Education
5457,Urban,KATRAJ,J D ENG MED SEC,0,Operational,7,Upper Pr. and Secondary,3,Co-Education
5458,Urban,KATRAJ,GOODWILL SECODARY SCHOOL,0,Operational,7,Upper Pr. and Secondary,3,Co-Education
5459,Urban,KATRAJ,VISHWAKARMA PRA ENG,0,Operational,2,Primary with Upper Primary,3,Co-Education
5460,Urban,KATRAJ,VISHWAKARMA ENG MED,0,Operational,7,Upper Pr. and Secondary,3,Co-Education
5461,Urban,KATRAJ,BLUE HEAVENS ENG,0,Operational,2,Primary with Upper Primary,3,Co-Education
5462,Urban,KATRAJ,UNIQUE ENG MED SCH,0,Operational,2,Primary with Upper Primary,3,Co-Education
5463,Urban,KATRAJ,UNIQUE ENG MED SEC,0,Operational,5,Up. Pr. Secondary and Higher Sec,3,Co-Education
5464,Urban,KATRAJ,BLUE HEAVENS SECONDARY,0,Operational,7,Upper Pr. and Secondary,3,Co-Education
5465,Urban,KATRAJ,TANJIM E BALEDEN URDU PRI,6,Operational,2,Primary with Upper Primary,3,Co-Education
5466,Urban,KATRAJ,PMC SCHOOL NO. 172 B BHAG (21 G),4,Operational,2,Primary with Upper Primary,1,Boys
5467,Urban,KATRAJ,PMC SCHOOL NO. 106 B,4,Operational,2,Primary with Upper Primary,3,Co-Education
5468,Urban,KATRAJ,HAJRAT BILAL URDU PRI. SCHOOL,6,Operational,2,Primary with Upper Primary,3,Co-Education
5469,Urban,KATRAJ,NOBLE ENGLISH SCHOOL,0,Operational,2,Primary with Upper Primary,3,Co-Education
5470,Urban,KATRAJ,HIRAMAN BANKAR JR. COLLEGE,4,Operational,11,Higher Secondary only/Jr. College,3,Co-Education
5471,Urban,KATRAJ,ROSELAND JR. COLLEGE,0,Operational,11,Higher Secondary only/Jr. College,3,Co-Education
5472,Urban,KATRAJ,VISHWAKARMA JR. COLLEGE,4,Operational,11,Higher Secondary only/Jr. College,3,Co-Education
5473,Urban,KATRAJ,VISHWAKARMA JR. COLLEGE ENG MEDIUM,0,Operational,11,Higher Secondary only/Jr. College,3,Co-Education
5474,Urban,KATRAJ,FAKKADRAO THORAVE PRATHMIK VIDYALAY,4,Operational,2,Primary with Upper Primary,3,Co-Education
5475,Urban,KATRAJ,HUJURPAGA GIRLS ENGLISH MED SCHOOL,0,Operational,1,Primary,2,Girls
5476,Urban,KATRAJ,PUSHPADEVI DUGAD JR. COLLEGE,0,Operational,11,Higher Secondary only/Jr. College,3,Co-Education
5478,Urban,KATRAJ,NATIONAL PUBLIC SCHOOL,0,Operational,2,Primary with Upper Primary,3,Co-Education
5479,Urban,KATRAJ,NEW ANGELS SCHOOL,0,Operational,2,Primary with Upper Primary,3,Co-Education
5480,Urban,K K MARKET,PMC SCHOOL NO. 30 G,4,Operational,2,Primary with Upper Primary,3,Co-Education
5481,Urban,K K MARKET,PMC SCHOOL NO. 39 B,4,Operational,2,Primary with Upper Primary,3,Co-Education
5482,Urban,K K MARKET,PMC SCHOOL NO. 138 B,4,Operational,2,Primary with Upper Primary,3,Co-Education
5483,Urban,K K MARKET,PMC SCHOOL NO. 99 B,4,Operational,2,Primary with Upper Primary,3,Co-Education
5484,Urban,K K MARKET,PMC SCHOOL VINI 10,4,Operational,2,Primary with Upper Primary,3,Co-Education
5485,Urban,K K MARKET,PMC SCHOOL NO. 64 B,4,Operational,2,Primary with Upper Primary,3,Co-Education
5486,Urban,K K MARKET,PMC SCHOOL NO. 1 G,4,Operational,2,Primary with Upper Primary,3,Co-Education
5487,Urban,K K MARKET,PMC SCHOOL NO. 33 B,4,Operational,2,Primary with Upper Primary,3,Co-Education
5488,Urban,K K MARKET,PMC SCHOOL NO. 68 G,4,Operational,2,Primary with Upper Primary,3,Co-Education
5489,Urban,K K MARKET,PMC SCHOOL NO. 1 G ENGLISH,0,Operational,2,Primary with Upper Primary,3,Co-Education
5490,Urban,K K MARKET,PMC SCHOOL NO. 61 B URDU,6,Operational,2,Primary with Upper Primary,3,Co-Education
5491,Urban,K K MARKET,ADHAR MUK BADHIR PRATHAMIK,4,Operational,2,Primary with Upper Primary,3,Co-Education
5492,Urban,K K MARKET,MILENIYAM STAR ENG,0,Operational,1,Primary,3,Co-Education
5493,Urban,K K MARKET,YESHWANTRAO CHAVAN SEC,4,Operational,7,Upper Pr. and Secondary,3,Co-Education
5494,Urban,K K MARKET,KLINE MEMORIAL SCHOOL OF UBS,0,Operational,2,Primary with Upper Primary,3,Co-Education
5495,Urban,K K MARKET,J P TRAST VIDYANIKETAN,0,Operational,2,Primary with Upper Primary,3,Co-Education
5496,Urban,K K MARKET,J P TRUST ENG SECONDARY,0,Operational,7,Upper Pr. and Secondary,3,Co-Education
5497,Urban,K K MARKET,KLINE MEMORIAL SCHOOL SEC.,0,Operational,7,Upper Pr. and Secondary,3,Co-Education
5498,Urban,K K MARKET,SITARAM ABAJI BIBWE MADHYAMIK VIDHYALAY,4,Operational,8,Secondary Only,3,Co-Education
5499,Urban,LOHIYANAGAR,PMC SCHOOL NO. 25 G,4,Operational,2,Primary with Upper Primary,3,Co-Education
